career_seq,career_major_name,career_major_category,updated_at,general_selection_subjects,career_selection_subjects,convergence_selection_subjects,source_text,source_url,collected_at
10154,세무회계학과,사회계열,2023-05-09,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 세무·회계학과",https://www.career.go.kr/cloud/w/major/uView?seq=10154,2026-06-02T12:16:48+00:00
70,국제통상학과,사회계열,2023-05-09,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 무역·유통학과",https://www.career.go.kr/cloud/w/major/uView?seq=70,2026-06-02T12:16:49+00:00
50,광고기획과,사회계열,2023-05-09,화법과 언어|독서와 작문|확률과 통계|사회와 문화|세계시민과 지리|세계사|현대사회와 윤리,문학과 영상|직무 영어|경제|동아시아 역사 기행|법과 사회|인간과 심리,메체 의사소통|사회문제 탐구|여행지리|윤리문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 광고홍보학과",https://www.career.go.kr/cloud/w/major/uView?seq=50,2026-06-02T12:16:49+00:00
432,일본어과,인문계열,2023-05-09,화법과 언어|독서와 작문|문학|세계시민과 지리|세계사|사회와 문화|제2외국어|한문,문학과 영상|인문학과 윤리|동아시아 역사 기행|국제 관계의 이해|제2외국어 회화|심화 제2외국어,언어생활 탐구|여행지리|역사로 탐구하는 현대 세계|사회문제 탐구|제2외국어 문화|언어생활과 한자,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 동양어학과",https://www.career.go.kr/cloud/w/major/uView?seq=432,2026-06-02T12:16:50+00:00
456,재료공학과,공학계열,2023-01-16,대수|미적분Ⅰ|확률과 통계|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|로봇과 공학세계,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 재료공학과",https://www.career.go.kr/cloud/w/major/uView?seq=456,2026-06-02T12:16:50+00:00
351,연극영화과,예체능계열,2022-09-14,화법과 언어|문학|연극,문학과 영상|연극과 몸|연극과 말|연기|무대 미술과 기술|연극제작 실습|연극 감상과 비평,매체 의사소통|연극과 삶|음악과 미디어|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 연극영화학과",https://www.career.go.kr/cloud/w/major/uView?seq=351,2026-06-02T12:16:51+00:00
493,제과제빵과,자연계열,2022-08-02,대수|미적분 Ⅰ|확률과 통계|사회와 문화|화학|생명과학|기술|가정|정보,미적분Ⅱ|경제|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|생활과학 탐구,실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 식품영양학과",https://www.career.go.kr/cloud/w/major/uView?seq=493,2026-06-02T12:16:51+00:00
318,식품영양학과,자연계열,2022-06-23,대수|미적분 Ⅰ|확률과 통계|사회와 문화|화학|생명과학|기술|가정|정보,미적분Ⅱ|경제|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|생활과학 탐구,실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 식품영양학과",https://www.career.go.kr/cloud/w/major/uView?seq=318,2026-06-02T12:16:52+00:00
646,화장품과,공학계열,2022-06-23,대수|미적분Ⅰ|확률과 통계|물리학|화학|생명과학|정보,기하|미적분Ⅱ|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 화장품과학과",https://www.career.go.kr/cloud/w/major/uView?seq=646,2026-06-02T12:16:52+00:00
240,사회복지학과,사회계열,2022-05-17,현대사회와 윤리|사회와 문화,윤리와 사상|정치|법과 사회|경제|한국지리탐구|도시의 미래 탐구|국제 관계의 이해|생활과학 탐구|인간과 심리,사회문제 탐구|윤리문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 사회복지학과",https://www.career.go.kr/cloud/w/major/uView?seq=240,2026-06-02T12:16:53+00:00
10029,항공서비스학과,사회계열,2022-04-12,현대사회와 윤리|세계시민과 지리|세계사|사회와 문화|제 2외국어 과목,직무 영어|한국지리 탐구,세계 문화와 영어|여행지리|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 항공서비스학과",https://www.career.go.kr/cloud/w/major/uView?seq=10029,2026-06-02T12:16:53+00:00
10021,작업치료학과,의약계열,2022-04-12,물리학|화학|생명과학|현대사회와 윤리,세포와 물질대사|생물의 유전|법과 사회|보건,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 재활치료학과",https://www.career.go.kr/cloud/w/major/uView?seq=10021,2026-06-02T12:16:53+00:00
376,외식산업학과,사회계열,2022-04-12,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 경영학과",https://www.career.go.kr/cloud/w/major/uView?seq=376,2026-06-02T12:16:54+00:00
10024,실내디자인학과,예체능계열,2022-04-12,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=10024,2026-06-02T12:16:54+00:00
253,산업디자인학과,예체능계열,2022-04-12,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=253,2026-06-02T12:16:55+00:00
10,간호학과,의약계열,2022-04-12,화학|생명과학|사회와 문화|현대사회와 윤리,윤리와 사상|인문학과 윤리|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|인공지능기초|데이터 과학|보건,융합과학 탐구|생명과학 실험,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 간호학과",https://www.career.go.kr/cloud/w/major/uView?seq=10,2026-06-02T12:16:55+00:00
582,코디네이션과,예체능계열,2022-04-12,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=582,2026-06-02T12:16:55+00:00
303,스페인어학과,인문계열,2022-03-25,화법과 언어|독서와 작문|문학|세계시민과 지리|세계사|사회와 문화|제2외국어,문학과 영상|인문학과 윤리|국제 관계의 이해|제2외국어 회화|심화 제2외국어,언어생활 탐구|여행지리|역사로 탐구하는 현대 세계|사회문제 탐구|제2외국어 문화,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 서양어학과",https://www.career.go.kr/cloud/w/major/uView?seq=303,2026-06-02T12:16:56+00:00
352,연극영화학과,예체능계열,2022-03-23,화법과 언어|문학|연극,문학과 영상|연극과 몸|연극과 말|연기|무대 미술과 기술|연극제작 실습|연극 감상과 비평,매체 의사소통|연극과 삶|음악과 미디어|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 연극영화학과",https://www.career.go.kr/cloud/w/major/uView?seq=352,2026-06-02T12:16:56+00:00
10045,예술치료학과,의약계열,2022-03-14,물리학|화학|생명과학|현대사회와 윤리,세포와 물질대사|생물의 유전|법과 사회|보건,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 재활치료학과",https://www.career.go.kr/cloud/w/major/uView?seq=10045,2026-06-02T12:16:57+00:00
423,부사관과,사회계열,2022-03-14,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 행정학과",https://www.career.go.kr/cloud/w/major/uView?seq=423,2026-06-02T12:16:57+00:00
10146,교양자연과학부,자연계열,2022-01-06,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학,기하|미적분Ⅱ|인공지능 수학|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전,수학과제 탐구|기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 생명과학과",https://www.career.go.kr/cloud/w/major/uView?seq=10146,2026-06-02T12:16:58+00:00
10144,교양생활과학부,자연계열,2022-01-06,대수|미적분 Ⅰ|확률과 통계|사회와 문화|화학|생명과학|기술|가정|정보,미적분Ⅱ|경제|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|생활과학 탐구,실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 식품영양학과",https://www.career.go.kr/cloud/w/major/uView?seq=10144,2026-06-02T12:16:58+00:00
333,아동복지학과,사회계열,2022-01-06,현대사회와 윤리|사회와 문화|기술|가정,정치|법과 사회|생활과학 탐구,사회문제 탐구|윤리문제 탐구|생애 설계와 자립,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 아동학과",https://www.career.go.kr/cloud/w/major/uView?seq=333,2026-06-02T12:16:58+00:00
226,불어불문학과,인문계열,2021-12-07,화법과 언어|독서와 작문|문학|세계시민과 지리|세계사|사회와 문화|제2외국어,문학과 영상|인문학과 윤리|국제 관계의 이해|제2외국어 회화|심화 제2외국어,언어생활 탐구|여행지리|역사로 탐구하는 현대 세계|사회문제 탐구|제2외국어 문화,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 서양어학과",https://www.career.go.kr/cloud/w/major/uView?seq=226,2026-06-02T12:16:59+00:00
21001,IT융합학과,공학계열,2021-09-23,대수|확률과 통계|미적분 Ⅰ|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|인공지능 수학|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|지구시스템과학|행성우주과학|로봇과 공학세계|생활과학 탐구|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|융합과학 탐구|사회문제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 융합학과",https://www.career.go.kr/cloud/w/major/uView?seq=21001,2026-06-02T12:16:59+00:00
10026,군사학과,사회계열,2021-09-23,사회와 문화|세계시민과 지리|세계사,정치|법과 사회|경제|국제 관계의 이해|윤리와 사상|동아시아 역사 기행,기후변화와 지속가능한 세계|사회문제 탐구|윤리문제 탐구|역사로 탐구하는 현대 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 정치외교학과",https://www.career.go.kr/cloud/w/major/uView?seq=10026,2026-06-02T12:17:00+00:00
